src_ip,dst_ip,total_packets,duration,avg_inter_arrival,std_inter_arrival,max_inter_arrival,total_payload,avg_payload,std_payload,min_payload,max_payload,zero_payload_ratio,syn_count,ack_count,fin_count,rst_count,push_count,incomplete_requests,keepalive_count,packets_per_sec,bytes_per_sec,avg_window,std_window,min_window,conn_established,conn_closed,long_lived,src_port,dst_port,prediction,confidence,status
10.0.0.5,192.168.1.1,3,0.01999999999999999,0.009999999999999995,0.0,0.009999999999999995,120,40.0,0.0,40,40,0.0,1,1,0,0,0,0,0,150.00000000000009,6000.000000000003,65535,1000,60000,1,0,0,0,80,0,0.48,BENIGN
192.168.1.2,192.168.1.1,3,0.019999999999999997,0.009999999999999998,1.2266347333466993e-18,0.01,180,60.0,0.0,60,60,0.0,1,1,0,0,0,0,0,150.00000000000003,9000.000000000002,65535,1000,60000,1,0,0,0,80,0,0.45,BENIGN
