"No.","Time","Source","Destination","Protocol","Length","Info"
"345","9.741869345","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44794  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792168 TSecr=0 WS=128"
"346","9.741869482","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44780  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792168 TSecr=0 WS=128"
"347","9.741869502","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44778  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792168 TSecr=0 WS=128"
"348","9.741869526","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44768  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792168 TSecr=0 WS=128"
"349","9.741869545","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44750  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792168 TSecr=0 WS=128"
"350","9.741869564","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44746  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792169 TSecr=0 WS=128"
"351","9.742134184","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44738  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792169 TSecr=0 WS=128"
"352","9.742134257","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44734  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792169 TSecr=0 WS=128"
"353","9.742953030","192.168.87.13","192.168.87.17","TCP","74","47316  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792169 TSecr=0 WS=128"
"354","9.746043171","192.168.87.13","192.168.87.17","TCP","74","47322  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792172 TSecr=0 WS=128"
"355","9.749334502","192.168.87.13","192.168.87.17","TCP","74","47330  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792176 TSecr=0 WS=128"
"356","9.752829137","192.168.87.13","192.168.87.17","TCP","74","47334  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792179 TSecr=0 WS=128"
"357","9.755831295","192.168.87.13","192.168.87.17","TCP","74","47340  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792182 TSecr=0 WS=128"
"358","9.759058660","192.168.87.13","192.168.87.17","TCP","74","47342  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792185 TSecr=0 WS=128"
"359","9.762043758","192.168.87.13","192.168.87.17","TCP","74","47356  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792188 TSecr=0 WS=128"
"360","9.765901806","192.168.87.13","192.168.87.17","TCP","74","47364  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792192 TSecr=0 WS=128"
"361","9.769130060","192.168.87.13","192.168.87.17","TCP","74","47366  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792195 TSecr=0 WS=128"
"362","9.772212556","192.168.87.13","192.168.87.17","TCP","74","47372  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792199 TSecr=0 WS=128"
"363","9.773111915","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44868  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"364","9.773374795","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44854  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"365","9.773374868","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44842  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"366","9.773374891","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44832  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"367","9.773374913","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44820  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"368","9.773374937","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44808  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"369","9.773374956","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44796  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792200 TSecr=0 WS=128"
"370","9.775130664","192.168.87.13","192.168.87.17","TCP","74","47384  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792201 TSecr=0 WS=128"
"371","9.779188862","192.168.87.13","192.168.87.17","TCP","74","47392  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792205 TSecr=0 WS=128"
"372","9.783191762","192.168.87.13","192.168.87.17","TCP","74","47406  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792209 TSecr=0 WS=128"
"373","9.786229647","192.168.87.13","192.168.87.17","TCP","74","47410  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792212 TSecr=0 WS=128"
"374","9.789237006","192.168.87.13","192.168.87.17","TCP","74","47416  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792215 TSecr=0 WS=128"
"375","9.794160168","192.168.87.13","192.168.87.17","TCP","74","47424  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792220 TSecr=0 WS=128"
"376","9.798805017","192.168.87.13","192.168.87.17","TCP","74","47438  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792225 TSecr=0 WS=128"
"377","9.802024899","192.168.87.13","192.168.87.17","TCP","74","47440  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792228 TSecr=0 WS=128"
"378","9.806415188","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44884  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792233 TSecr=0 WS=128"
"379","9.807052977","192.168.87.13","192.168.87.17","TCP","74","47456  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792233 TSecr=0 WS=128"
"380","9.807053060","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44874  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792233 TSecr=0 WS=128"
"381","9.810176457","192.168.87.13","192.168.87.17","TCP","74","47462  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792236 TSecr=0 WS=128"
"382","9.814128706","192.168.87.13","192.168.87.17","TCP","74","47474  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792240 TSecr=0 WS=128"
"383","9.818212904","192.168.87.13","192.168.87.17","TCP","74","47490  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792244 TSecr=0 WS=128"
"384","9.821417542","192.168.87.13","192.168.87.17","TCP","74","47502  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792248 TSecr=0 WS=128"
"385","9.824831993","192.168.87.13","192.168.87.17","TCP","74","47508  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792251 TSecr=0 WS=128"
"386","9.828223343","192.168.87.13","192.168.87.17","TCP","74","47520  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792254 TSecr=0 WS=128"
"387","9.832072562","192.168.87.13","192.168.87.17","TCP","74","47526  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792258 TSecr=0 WS=128"
"388","9.837021116","192.168.87.13","192.168.87.17","TCP","74","47534  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792263 TSecr=0 WS=128"
"389","9.837780286","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44972  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"390","9.837780370","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44966  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"391","9.837780389","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44956  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"392","9.837780407","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44946  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"393","9.837780426","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44932  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"394","9.837780444","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44926  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"395","9.837780463","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44910  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"396","9.837780483","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44906  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792264 TSecr=0 WS=128"
"397","9.838080446","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44904  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792265 TSecr=0 WS=128"
"398","9.838080506","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44892  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792265 TSecr=0 WS=128"
"399","9.840858794","192.168.87.13","192.168.87.17","TCP","74","47542  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792267 TSecr=0 WS=128"
"400","9.844098145","192.168.87.13","192.168.87.17","TCP","74","47552  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792270 TSecr=0 WS=128"
"401","9.848064780","192.168.87.13","192.168.87.17","TCP","74","47564  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792274 TSecr=0 WS=128"
"402","9.851327747","192.168.87.13","192.168.87.17","TCP","74","47572  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792277 TSecr=0 WS=128"
"403","9.855042149","192.168.87.13","192.168.87.17","TCP","74","47580  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792281 TSecr=0 WS=128"
"404","9.858351858","192.168.87.13","192.168.87.17","TCP","74","47586  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792284 TSecr=0 WS=128"
"405","9.861428932","192.168.87.13","192.168.87.17","TCP","74","47590  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792288 TSecr=0 WS=128"
"406","9.865223841","192.168.87.13","192.168.87.17","TCP","74","47608  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792291 TSecr=0 WS=128"
"407","9.869053597","192.168.87.13","192.168.87.17","TCP","74","47616  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792295 TSecr=0 WS=128"
"408","9.869587904","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45048  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"409","9.869587972","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45040  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"410","9.869587990","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45032  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"411","9.869588008","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45016  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"412","9.869588027","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45014  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"413","9.869588048","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45010  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"414","9.869588066","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45002  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"415","9.869588085","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44994  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"416","9.869776556","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44984  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"417","9.869776619","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 44980  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792296 TSecr=0 WS=128"
"418","9.874107251","192.168.87.13","192.168.87.17","TCP","74","47628  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792300 TSecr=0 WS=128"
"419","9.878240470","192.168.87.13","192.168.87.17","TCP","74","47636  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792304 TSecr=0 WS=128"
"420","9.882504398","192.168.87.13","192.168.87.17","TCP","74","47646  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792308 TSecr=0 WS=128"
"421","9.884899272","192.168.87.13","192.168.87.17","TCP","74","47648  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792311 TSecr=0 WS=128"
"422","9.899995749","192.168.87.13","192.168.87.17","TCP","74","47658  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792314 TSecr=0 WS=128"
"423","9.899996023","192.168.87.13","192.168.87.17","TCP","74","47674  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792317 TSecr=0 WS=128"
"424","9.899996306","192.168.87.13","192.168.87.17","TCP","74","47682  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792320 TSecr=0 WS=128"
"425","9.899996328","192.168.87.13","192.168.87.17","TCP","74","47694  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792324 TSecr=0 WS=128"
"426","9.900681653","192.168.87.13","192.168.87.17","TCP","74","47706  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792327 TSecr=0 WS=128"
"427","9.901315327","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45152  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"428","9.901315514","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45056  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"429","9.901800874","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45142  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"430","9.901800995","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45126  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"431","9.901801014","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45124  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"432","9.901801032","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45110  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"433","9.901801051","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45104  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"434","9.901801070","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45092  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"435","9.901801088","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45078  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"436","9.901801107","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45072  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792328 TSecr=0 WS=128"
"437","9.903294859","192.168.87.13","192.168.87.17","TCP","74","47716  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792330 TSecr=0 WS=128"
"438","9.906302685","192.168.87.13","192.168.87.17","TCP","74","47720  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792333 TSecr=0 WS=128"
"439","9.910191460","192.168.87.13","192.168.87.17","TCP","74","47726  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792336 TSecr=0 WS=128"
"440","9.914034773","192.168.87.13","192.168.87.17","TCP","74","47732  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792340 TSecr=0 WS=128"
"441","9.918228123","192.168.87.13","192.168.87.17","TCP","74","47738  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792344 TSecr=0 WS=128"
"442","9.922029402","192.168.87.13","192.168.87.17","TCP","74","47740  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792348 TSecr=0 WS=128"
"443","9.924953902","192.168.87.13","192.168.87.17","TCP","74","47752  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792351 TSecr=0 WS=128"
"444","9.928819648","192.168.87.13","192.168.87.17","TCP","74","47764  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792355 TSecr=0 WS=128"
"445","9.932847378","192.168.87.13","192.168.87.17","TCP","74","47778  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792359 TSecr=0 WS=128"
"446","9.933823388","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45218  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"447","9.934064035","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45216  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"448","9.934064106","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45212  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"449","9.934064125","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45200  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"450","9.934064143","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45194  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"451","9.934064161","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45192  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"452","9.934064180","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45178  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"453","9.934064200","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45164  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"454","9.934064218","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45160  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792360 TSecr=0 WS=128"
"455","9.936832723","192.168.87.13","192.168.87.17","TCP","74","47784  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792363 TSecr=0 WS=128"
"456","9.940059939","192.168.87.13","192.168.87.17","TCP","74","47796  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792366 TSecr=0 WS=128"
"457","9.944001545","192.168.87.13","192.168.87.17","TCP","74","47800  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792370 TSecr=0 WS=128"
"458","9.947070742","192.168.87.13","192.168.87.17","TCP","74","47804  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792373 TSecr=0 WS=128"
"459","9.950784347","192.168.87.13","192.168.87.17","TCP","74","47816  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792377 TSecr=0 WS=128"
"460","9.954037426","192.168.87.13","192.168.87.17","TCP","74","47822  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792380 TSecr=0 WS=128"
"461","9.957788436","192.168.87.13","192.168.87.17","TCP","74","47830  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792384 TSecr=0 WS=128"
"462","9.960899481","192.168.87.13","192.168.87.17","TCP","74","47840  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792387 TSecr=0 WS=128"
"463","9.964137867","192.168.87.13","192.168.87.17","TCP","74","47842  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792390 TSecr=0 WS=128"
"464","9.968227279","192.168.87.13","192.168.87.17","TCP","74","47856  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792394 TSecr=0 WS=128"
"465","9.970067737","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45284  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792396 TSecr=0 WS=128"
"466","9.970067824","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45278  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"467","9.970067843","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45262  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"468","9.970067862","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45258  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"469","9.970349200","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45250  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"470","9.970349261","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45236  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"471","9.970349289","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45228  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"472","9.970349348","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45224  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792397 TSecr=0 WS=128"
"473","9.972261457","192.168.87.13","192.168.87.17","TCP","74","47866  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792398 TSecr=0 WS=128"
"474","9.975979959","192.168.87.13","192.168.87.17","TCP","74","47876  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792402 TSecr=0 WS=128"
"475","9.980258851","192.168.87.13","192.168.87.17","TCP","74","47886  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792406 TSecr=0 WS=128"
"476","9.983177873","192.168.87.13","192.168.87.17","TCP","74","47894  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792410 TSecr=0 WS=128"
"477","9.986986767","192.168.87.13","192.168.87.17","TCP","74","47896  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792413 TSecr=0 WS=128"
"478","9.991234351","192.168.87.13","192.168.87.17","TCP","74","47908  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792417 TSecr=0 WS=128"
"479","9.995046592","192.168.87.13","192.168.87.17","TCP","74","47924  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792421 TSecr=0 WS=128"
"480","9.997812133","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45358  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792424 TSecr=0 WS=128"
"481","9.997812391","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 45352  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244792424 TSecr=0 WS=128"
