"No.","Time","Source","Destination","Protocol","Length","Info"
"2721","12.496329622","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49150  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2722","12.496329641","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49152  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2723","12.496329663","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49158  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2724","12.496329682","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49162  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2725","12.496971512","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49168  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2726","12.496971584","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49172  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2727","12.496971608","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51866  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2728","12.496971633","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51854  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2729","12.496971658","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51850  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2730","12.496971676","192.168.87.13","192.168.87.17","TCP","74","54630  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794922 TSecr=0 WS=128"
"2731","12.500115412","192.168.87.13","192.168.87.17","TCP","74","54646  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794925 TSecr=0 WS=128"
"2732","12.503587488","192.168.87.13","192.168.87.17","TCP","74","54660  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794928 TSecr=0 WS=128"
"2733","12.506178795","192.168.87.13","192.168.87.17","TCP","74","54666  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794931 TSecr=0 WS=128"
"2734","12.510017501","192.168.87.13","192.168.87.17","TCP","74","54670  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794935 TSecr=0 WS=128"
"2735","12.512823788","192.168.87.13","192.168.87.17","TCP","74","54676  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794938 TSecr=0 WS=128"
"2736","12.516294671","192.168.87.13","192.168.87.17","TCP","74","54684  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794941 TSecr=0 WS=128"
"2737","12.518504896","192.168.87.13","192.168.87.17","TCP","74","54686  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794944 TSecr=0 WS=128"
"2738","12.522041106","192.168.87.13","192.168.87.17","TCP","74","54692  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794947 TSecr=0 WS=128"
"2739","12.524525653","192.168.87.13","192.168.87.17","TCP","74","54698  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794950 TSecr=0 WS=128"
"2740","12.526831613","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51994  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2741","12.526831807","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51984  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2742","12.526831826","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51980  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2743","12.526831888","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51970  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2744","12.527111488","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51968  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2745","12.527111593","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51964  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2746","12.527111614","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51958  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2747","12.527111633","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49178  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794952 TSecr=0 WS=128"
"2748","12.527111655","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49180  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2749","12.527384601","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46668  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2750","12.527384668","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46662  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2751","12.527384691","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46648  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2752","12.527384715","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46640  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2753","12.527384739","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46622  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2754","12.527902107","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46608  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2755","12.527902170","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46594  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2756","12.527902194","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46592  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2757","12.527902218","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46582  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2758","12.527902238","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46578  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2759","12.527902255","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49184  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2760","12.527902279","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49186  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794953 TSecr=0 WS=128"
"2761","12.528177650","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49196  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2762","12.528177710","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49204  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2763","12.528177735","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49214  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2764","12.528177759","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49224  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2765","12.528177800","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49232  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2766","12.528436480","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51944  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2767","12.528436541","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51942  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2768","12.528436566","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 51936  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2769","12.528935064","192.168.87.13","192.168.87.17","TCP","74","54704  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794954 TSecr=0 WS=128"
"2770","12.532020581","192.168.87.13","192.168.87.17","TCP","74","54710  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794957 TSecr=0 WS=128"
"2771","12.535055023","192.168.87.13","192.168.87.17","TCP","74","54722  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794960 TSecr=0 WS=128"
"2772","12.537565338","192.168.87.13","192.168.87.17","TCP","74","54730  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794963 TSecr=0 WS=128"
"2773","12.540310374","192.168.87.13","192.168.87.17","TCP","74","54738  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794966 TSecr=0 WS=128"
"2774","12.543812082","192.168.87.13","192.168.87.17","TCP","74","54744  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794969 TSecr=0 WS=128"
"2775","12.546844907","192.168.87.13","192.168.87.17","TCP","74","54750  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794972 TSecr=0 WS=128"
"2776","12.549808307","192.168.87.13","192.168.87.17","TCP","74","54762  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794975 TSecr=0 WS=128"
"2777","12.552775207","192.168.87.13","192.168.87.17","TCP","74","54776  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794978 TSecr=0 WS=128"
"2778","12.556244373","192.168.87.13","192.168.87.17","TCP","74","54786  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794981 TSecr=0 WS=128"
"2779","12.558816177","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46790  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2780","12.559300054","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52082  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2781","12.559300148","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52068  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2782","12.559300167","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52054  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2783","12.559300185","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52040  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2784","12.559300204","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52038  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2785","12.559300223","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52028  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2786","12.559300241","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52020  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2787","12.559300260","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49236  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2788","12.559308621","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49250  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2789","12.559308654","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49256  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2790","12.559308672","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46698  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2791","12.559308691","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46684  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2792","12.559308710","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49260  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2793","12.559308728","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49274  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2794","12.559308748","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49282  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2795","12.559308766","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49294  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2796","12.559346193","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49306  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2797","12.559346250","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49320  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2798","12.559346272","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49326  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2799","12.559346291","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52016  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2800","12.559346309","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52002  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2801","12.559346327","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52000  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2802","12.559346347","192.168.87.13","192.168.87.17","TCP","74","54794  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794984 TSecr=0 WS=128"
"2803","12.559346365","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46776  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2804","12.559382029","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46760  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2805","12.559382084","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46748  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2806","12.559758588","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46736  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2807","12.559758648","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46720  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2808","12.559758672","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46712  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2809","12.559758717","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46706  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794985 TSecr=0 WS=128"
"2810","12.562117111","192.168.87.13","192.168.87.17","TCP","74","54796  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794987 TSecr=0 WS=128"
"2811","12.565168458","192.168.87.13","192.168.87.17","TCP","74","54804  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794990 TSecr=0 WS=128"
"2812","12.568006165","192.168.87.13","192.168.87.17","TCP","74","54810  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794993 TSecr=0 WS=128"
"2813","12.571039527","192.168.87.13","192.168.87.17","TCP","74","54812  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794996 TSecr=0 WS=128"
"2814","12.573828846","192.168.87.13","192.168.87.17","TCP","74","54824  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244794999 TSecr=0 WS=128"
"2815","12.576998677","192.168.87.13","192.168.87.17","TCP","74","54838  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795002 TSecr=0 WS=128"
"2816","12.580785398","192.168.87.13","192.168.87.17","TCP","74","54844  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795006 TSecr=0 WS=128"
"2817","12.583817824","192.168.87.13","192.168.87.17","TCP","74","54846  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795009 TSecr=0 WS=128"
"2818","12.586780877","192.168.87.13","192.168.87.17","TCP","74","54852  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795012 TSecr=0 WS=128"
"2819","12.590824175","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52146  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2820","12.590824311","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52132  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2821","12.590824330","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52124  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2822","12.590824349","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52116  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2823","12.590824367","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52114  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2824","12.590824388","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46860  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2825","12.590824408","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46852  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2826","12.590824426","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46848  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2827","12.590864580","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46830  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2828","12.590864648","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46824  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2829","12.590864694","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46810  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2830","12.590864718","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46806  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2831","12.590864743","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 46804  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2832","12.590864768","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52112  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2833","12.590864786","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52106  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2834","12.591134662","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49332  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795016 TSecr=0 WS=128"
"2835","12.591134737","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49336  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2836","12.591134756","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49352  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2837","12.591134774","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49354  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2838","12.591398562","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49362  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2839","12.591398622","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49374  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2840","12.591398640","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49384  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2841","12.591398680","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49388  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2842","12.591398699","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49396  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2843","12.591852274","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 49398  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2844","12.591852348","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52104  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2845","12.591852373","192.168.87.13","192.168.87.17","TCP","74","[TCP Retransmission] 52094  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2846","12.591852398","192.168.87.13","192.168.87.17","TCP","74","54858  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795017 TSecr=0 WS=128"
"2847","12.594811797","192.168.87.13","192.168.87.17","TCP","74","54866  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795020 TSecr=0 WS=128"
"2848","12.597843790","192.168.87.13","192.168.87.17","TCP","74","54870  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795023 TSecr=0 WS=128"
"2849","12.600763267","192.168.87.13","192.168.87.17","TCP","74","54874  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795026 TSecr=0 WS=128"
"2850","12.603795256","192.168.87.13","192.168.87.17","TCP","74","54876  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795029 TSecr=0 WS=128"
"2851","12.606969828","192.168.87.13","192.168.87.17","TCP","74","54888  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795032 TSecr=0 WS=128"
"2852","12.609830811","192.168.87.13","192.168.87.17","TCP","74","54890  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795035 TSecr=0 WS=128"
"2853","12.612461187","192.168.87.13","192.168.87.17","TCP","74","54902  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3244795038 TSecr=0 WS=128"
